Latitude,Longitude
36.951875,-121.8532308
36.9542005,-121.85561
36.9561133,-121.8576195
36.9516151,-121.8687699
36.9548168,-121.8803876
36.9656729,-121.8910496
36.9727127,-121.8990727
36.9745892,-121.9076286
36.9810269,-121.9168538
36.9824414,-121.9375438
36.9736194,-121.9504177
36.9724542,-121.9530257
36.9678572,-121.9627408
36.9706315,-121.9648832
36.9816431,-121.9644818
36.9832591,-121.92731
36.9750804,-121.8865043
36.9541648,-121.8561128
36.9342647,-121.8203267
36.9254727,-121.7964162
36.9363519,-121.7792411
36.9411307,-121.7699412
36.940083,-121.76526
36.9361633,-121.7442237
36.9361297,-121.7447478
36.937322,-121.7490134
36.9378828,-121.771255
36.9350405,-121.7817851
36.9314935,-121.7879808
36.9316879,-121.787951
36.9317049,-121.787952
36.931374,-121.7879926
36.9301475,-121.776856
36.9204511,-121.7828785
36.9152452,-121.765896
36.9107647,-121.7585042
36.9107274,-121.7584045
36.9107269,-121.7584289
36.9107408,-121.758484
36.9131545,-121.7643256
36.9158857,-121.7674215
36.9223361,-121.7745614
36.930186,-121.768267
36.9351379,-121.7787114
36.9317267,-121.7878794
36.9315435,-121.7877304
36.9313909,-121.7880028
36.9245825,-121.7872376
36.9182464,-121.7818975
36.9145982,-121.7611234
36.9110198,-121.7582604
36.9109214,-121.7583499
36.9085646,-121.7625855
36.8964774,-121.7706353
36.9194934,-121.7899944
36.9494673,-121.8504388
36.9750069,-121.8858676
36.9840697,-121.9323627
36.988162,-121.9933459
36.9857023,-122.0257582
36.9629736,-122.0408858
36.9633517,-122.0415368
36.9646981,-122.0418625
36.966106,-122.0406804
36.9666895,-122.0404102
36.9717786,-122.0477855
36.9999527,-122.0577679
37.0000136,-122.0624747
37.0003482,-122.0636521
37.0008043,-122.062966
37.0008247,-122.0626496
37.0005867,-122.0634554
37.0008774,-122.0627168
36.9998342,-122.062229
36.969353,-122.046013
36.9672331,-122.0392064
36.9663766,-122.0403087
36.9649519,-122.0418051
36.9631682,-122.0412099
36.9617699,-122.0379577
36.9659352,-122.0351462
36.968879,-122.0275707
36.968813,-122.0194701
36.9661943,-122.0121489
36.9688092,-121.9978433
36.9712797,-121.9857173
36.9699607,-121.977554
36.9696564,-121.9645246
36.9696395,-121.964539
36.9696824,-121.9644544
36.9696582,-121.9645017
36.9663471,-121.9646908
36.9659062,-121.9649216
36.9672725,-121.9649491
36.9740226,-121.9648744
36.9809985,-121.9648162
36.954233,-121.8563083
36.9326226,-121.8148789
36.9185316,-121.7844077
36.9168576,-121.7749306
36.9133088,-121.7599446
36.9108423,-121.7584668
36.9109497,-121.7582732
36.910533,-121.7584294
36.9080348,-121.7620249
36.9045143,-121.780477
36.9342249,-121.8192601
36.9523638,-121.8539756
36.9751338,-121.8880166
36.9715221,-121.9650182
36.9701481,-121.9648941
36.9830393,-121.9608252
36.9818345,-121.9186992
36.9663874,-121.8687352
36.9221181,-121.7936144
36.9171672,-121.77615
36.9115504,-121.7587957
36.911044,-121.7582588
36.9111655,-121.7577937
36.9111518,-121.7582819
36.9111308,-121.7583149
36.9107436,-121.7583459
36.9109936,-121.758357
36.9108826,-121.7581959
36.9109638,-121.7580688
36.910922,-121.75827
36.9109691,-121.7583576
36.910616,-121.7588811
36.9101271,-121.7604559
36.9022884,-121.762159
36.9056941,-121.7811937
36.9314296,-121.8097812
36.9485944,-121.849565
36.9723885,-121.8783301
36.9798744,-121.913647
36.9839771,-121.9497205
36.9805798,-121.9650142
36.9761473,-121.9648647
36.973534,-121.9648009
36.9809345,-121.9649648
36.9850563,-121.9640276
36.9850628,-121.9640502
36.9854906,-121.964151
36.9853327,-121.9645435
36.98501,-121.977528
36.9890948,-122.0175106
36.9846759,-122.0294534
36.9776695,-122.0347101
36.9773387,-122.0545099
36.9896729,-122.0674786
36.9988523,-122.0644759
37.0012925,-122.0626041
37.0012186,-122.0630146
37.0012027,-122.062943
37.0010504,-122.0629242
36.9983651,-122.0642884
36.989673,-122.0675943
36.9773688,-122.055514
36.9657242,-122.0466251
36.9616749,-122.0449874
36.9622919,-122.044592
36.9701013,-122.0368574
36.9836854,-122.0308807
36.9714284,-121.876286
36.9219939,-121.7935942
36.9150477,-121.7619999
36.9108748,-121.7586721
36.9111573,-121.7578728
36.9107661,-121.7584013
36.9105681,-121.7583031
36.9114753,-121.7581532
36.9108684,-121.7581466
36.9111624,-121.758307
36.911027,-121.7583296
36.9102525,-121.7585385
36.9110926,-121.7583248
36.9110763,-121.7583387
36.911067,-121.7583082
36.9109618,-121.7583551
36.9112964,-121.7582928
36.9104656,-121.7600047
36.9156884,-121.7663706
36.9160208,-121.7750393
36.9153007,-121.7745421
36.9153688,-121.7755546
36.9154263,-121.7743867
36.9157621,-121.7751001
36.9162377,-121.7706638
36.9106544,-121.7584312
36.9106085,-121.7582788
36.9106648,-121.7583912
36.9106149,-121.757993
36.9105721,-121.7585175
36.9109491,-121.7582952
36.9106338,-121.7584263
36.9109237,-121.7583714
36.910468,-121.7586084
36.9109746,-121.7583071
36.9104707,-121.7570523
36.9102926,-121.7588094
36.9106191,-121.7584216
36.9111904,-121.7582372
36.9105165,-121.7586264
36.9109233,-121.7583849
36.9105894,-121.7582757
36.9086005,-121.7610566
36.9067517,-121.7648604
36.8973708,-121.7779385
36.896058,-121.8161644
36.9248565,-121.8450614
36.9361287,-121.8593945
36.9509553,-121.8640563
36.9520332,-121.877191
36.9588535,-121.8844183
36.9683984,-121.8937665
36.9698608,-121.8951116
36.9716206,-121.9017116
36.9745875,-121.9052468
36.9774641,-121.9120283
36.9827643,-121.9258839
36.9763564,-121.947688
36.9734559,-121.9505196
36.9726685,-121.9525501
36.9680408,-121.9618057
36.9700432,-121.964927
36.9762264,-121.9647963
36.9824474,-121.9627986
36.982109,-121.9196548
36.9728827,-121.8801464
36.9451705,-121.8453709
36.9324844,-121.8143206
36.9187202,-121.7852054
36.9151249,-121.7617996
36.9110423,-121.7577884
36.9111497,-121.758446
36.9108972,-121.7583111
36.9108036,-121.7584161
36.9108513,-121.7596058
36.9049396,-121.758461
36.8963651,-121.7750824
36.9250209,-121.7975249
36.9410803,-121.8382791
36.9680749,-121.8699744
36.9777341,-121.9097816
36.9839647,-121.9495419
36.9872762,-121.9869341
36.9862059,-122.0247714
36.984701,-122.0293598
36.9749019,-122.0339881
36.9670851,-122.0410194
36.9667962,-122.0406876
36.9738803,-122.0491599
36.9820232,-122.0511538
36.9951605,-122.0554363
37.0001686,-122.0625217
37.000867,-122.062525
37.0005088,-122.0620981
37.0001705,-122.0577729
36.9933145,-122.0553981
36.9813154,-122.0523053
36.9699312,-122.0467528
36.9673002,-122.0418716
36.9669464,-122.0410548
36.9692543,-122.0361569
36.9692277,-122.0245609
36.9666411,-122.0125065
36.9677231,-121.9987281
36.9720138,-121.9900819
36.9704258,-121.9804307
36.9702091,-121.9667048
36.9706311,-121.964883
36.9774937,-121.970521
36.9782621,-121.9669036
36.9826894,-121.9618219
36.9826066,-121.9227478
36.9728719,-121.8801045
36.9333074,-121.8173432
36.9175301,-121.7778482
36.9153577,-121.7656278
36.9109206,-121.7590229
36.9107757,-121.7583387
36.9105692,-121.757135
36.9105561,-121.7573436
36.9109245,-121.7582646
36.9107492,-121.75839
36.9026471,-121.7710618
36.887795,-121.7911288
36.8950725,-121.8141124
36.9168735,-121.8324396
36.9306739,-121.8584851
36.9450876,-121.8609369
36.9518566,-121.870883
36.9578523,-121.8833915
36.9705689,-121.8960906
36.9729085,-121.9027249
36.9740168,-121.9039312
36.9765573,-121.9120023
36.9836365,-121.935412
36.9785959,-121.9401214
36.9728665,-121.9523984
36.9681914,-121.9600028
36.9694233,-121.9642847
36.9699899,-121.9648221
36.9785659,-121.9648247
36.9826791,-121.9617147
36.9830037,-121.958442
36.9839279,-121.9403782
36.9748777,-121.9001122
36.9588118,-121.8608534
36.9370786,-121.8297749
36.9244519,-121.7970165
36.935882,-121.7798038
36.939594,-121.7632062
36.9359462,-121.7442872
36.9360914,-121.7447392
36.9361239,-121.7446555
36.9408723,-121.7686477
36.9404279,-121.7691784
36.9406571,-121.7678264
36.9341338,-121.7434211
36.9168609,-121.7513269
36.9109797,-121.7584362
36.9107396,-121.7584027
36.9107435,-121.7582683
36.9083702,-121.7624431
36.8995975,-121.7773581
36.9357161,-121.8239012
36.972455,-121.8785659
36.9831362,-121.9254758
36.9834423,-121.9549517
36.9882274,-121.9968765
36.9673355,-122.0392966
36.9672495,-122.0413901
36.9749541,-122.0517873
36.980104,-122.059311
36.992863,-122.0649527
36.9981402,-122.0641973
37.0007394,-122.0629955
37.0006497,-122.0621746
36.9997671,-122.058775
36.9891817,-122.0541752
36.9814261,-122.0521569
36.9768355,-122.0537166
36.9711711,-122.0480658
36.966976,-122.0413833
36.9667822,-122.0400729
36.9685681,-122.0305618
36.9691292,-122.0254202
36.9686001,-122.0147731
36.9671318,-122.0084811
36.9677112,-121.9985583
36.9720081,-121.9938821
36.9704756,-121.9808536
36.9701743,-121.9655065
36.9696984,-121.9645083
36.9709355,-121.9648248
36.9780345,-121.9648088
36.9849045,-121.9648666
36.9857376,-121.9642239
36.9855315,-121.9643127
36.9750247,-121.9010882
36.9196186,-121.7901372
36.9107535,-121.7586139
36.9112142,-121.7579281
36.9110171,-121.7582444
36.9107287,-121.7584255
36.910726,-121.7584305
36.9107391,-121.7585011
36.9107139,-121.7597083
36.9048121,-121.7587678
36.9081893,-121.7827958
36.9330174,-121.81542
36.9530453,-121.8545526
36.9754964,-121.8894337
36.9836079,-121.9292993
36.9830874,-121.9689774
36.9885276,-122.0091509
36.9847133,-122.0290788
36.9827465,-122.0278941
36.9835198,-122.0285729
36.9847813,-122.0273079
36.9880932,-121.9989703
36.9880658,-121.9932423
36.9869855,-121.9873815
36.9853247,-121.9792575
36.9836312,-121.9724231
36.9833383,-121.9554957
36.9839914,-121.9436764
36.9841195,-121.9345072
36.9810928,-121.9162453
36.9748906,-121.9009788
36.970735,-121.8735617
36.9373408,-121.830888
36.9184675,-121.7846341
36.917529,-121.7774456
36.9155971,-121.766468
36.9110012,-121.7577235
36.910582,-121.7585521
36.9107939,-121.7583653
36.9108287,-121.7583466
36.9107658,-121.758671
36.90472,-121.7586561
36.8917147,-121.7739521
36.867366,-121.7707852
36.8657114,-121.7710344
36.8576131,-121.7711977
36.8507343,-121.7711506
36.8273752,-121.7739677
36.8029623,-121.7838694
36.777779,-121.7747107
36.7568109,-121.7656623
36.729141,-121.7862051
36.6993758,-121.8036367
36.6627189,-121.8163247
36.631654,-121.8352472
36.6059248,-121.8611912
36.5839458,-121.8875131
36.5857944,-121.897605
36.5842241,-121.8973887
36.5840694,-121.8974335
36.5840041,-121.8970038
36.5851565,-121.8970624
36.5875841,-121.899071
36.5962779,-121.8936648
36.6008247,-121.8941216
36.6017794,-121.8955086
36.600188,-121.8942907
36.5999475,-121.8940124
36.5999023,-121.8876398
36.6001924,-121.8737257
36.6072983,-121.8564387
36.6111361,-121.8487808
36.6153347,-121.8421126
36.6153325,-121.8420648
36.6153467,-121.8418523
36.616318,-121.841908
36.6186256,-121.8506448
36.6107974,-121.8578303
36.6850944,-121.8079551
36.7928967,-121.7835578
36.8349861,-121.7710035
36.9082276,-121.760793
36.9116796,-121.7583608
36.9109202,-121.7580552
36.911501,-121.7579207
36.9110043,-121.7581678
36.9106292,-121.7577879
36.9106363,-121.7580115
36.9105568,-121.7581026
36.9105606,-121.7586231
36.9108653,-121.7583942
36.9101212,-121.7591303
36.9108113,-121.7583478
36.9031451,-121.7705307
36.890072,-121.788066
36.8918646,-121.8103252
36.9129086,-121.8302372
36.927536,-121.8505856
36.9419422,-121.8602791
36.9518611,-121.8708879
36.9588686,-121.8844388
36.9698273,-121.8953529
36.9730006,-121.9036111
36.9745748,-121.9081656
36.981444,-121.9180084
36.9823343,-121.937655
36.9733043,-121.9505303
36.9709061,-121.9547904
36.9687889,-121.964881
36.9694553,-121.964296
36.9694482,-121.9643607
36.9694802,-121.9643385
36.9695331,-121.9643867
36.9694704,-121.9642636
36.9773864,-121.9647685
36.9839918,-121.9478413
36.9713171,-121.875437
36.9327505,-121.8153487
36.9123364,-121.7591521
36.9105547,-121.758552
36.9108353,-121.7583782
36.9113035,-121.7581207
36.9109816,-121.7580922
36.9101907,-121.7589939
36.909843,-121.760877
36.8993451,-121.7667492
36.9218258,-121.7924109
36.9372478,-121.8285189
36.9698812,-121.8718839
36.9837255,-121.9520516
36.9850568,-122.0284815
36.9683831,-122.0438995
36.9755774,-122.0525905
36.9803793,-122.0593401
36.9991299,-122.0643392
37.000851,-122.0630582
37.000838,-122.0625351
37.0000397,-122.0620946
36.9999736,-122.0582788
36.9959444,-122.0553546
36.9828226,-122.0515437
36.9750341,-122.0525061
36.9681447,-122.043261
36.9669068,-122.0415389
36.9667992,-122.040133
36.9689726,-122.0266479
36.9732421,-122.0184148
36.9719408,-122.0080847
36.9676686,-121.9983005
36.9720098,-121.9911391
36.9704275,-121.9805309
36.9701953,-121.9731703
36.9696381,-121.9644998
36.9733863,-121.9647438
36.9852998,-121.9646504
36.9859725,-121.9636244
36.9859484,-121.9636422
36.9859642,-121.9635978
36.9854246,-121.9644166
36.9858387,-121.9637309
36.9837889,-121.9460962
36.9761143,-121.9068794
36.9736435,-121.8821123
36.9349935,-121.8227421
36.927122,-121.8017133
36.9180552,-121.780896
36.9167452,-121.7734579
36.9134706,-121.7601103
36.9105041,-121.7584021
36.9106454,-121.7584904
36.9108077,-121.7581319
36.910716,-121.7581203
36.9106788,-121.7582516
36.9106033,-121.7585263
36.9110155,-121.7583612
36.911068,-121.758317
36.9109877,-121.7584859
36.9109289,-121.758521
36.9107172,-121.7582794
36.9104932,-121.758491
36.9105366,-121.7599322
36.9038021,-121.7694227
36.9042238,-121.8260217
36.9226982,-121.8405682
36.9376862,-121.8586947
36.951105,-121.8679812
36.9554497,-121.8811523
36.9664692,-121.8919816
36.9730979,-121.8987463
36.974831,-121.906426
36.9815966,-121.9187075
36.9799092,-121.9387964
36.9742214,-121.9506039
36.9687728,-121.9576398
36.9674958,-121.9650177
36.972727,-121.9648849
36.9796265,-121.9649152
36.9833906,-121.9290332
36.9762334,-121.9072465
36.9331752,-121.8163734
36.9187712,-121.7851224
36.916948,-121.7746848
36.9125872,-121.7595085
36.9107245,-121.7583392
36.9111193,-121.7583271
36.9106679,-121.7585439
36.9106115,-121.7574317
36.910521,-121.7579391
36.9117056,-121.7578722
36.910782,-121.7582471
36.9108459,-121.7585462
36.9104428,-121.7589119
36.9108067,-121.7584128
36.9108439,-121.759523
36.9066949,-121.760102
36.8977311,-121.7760197
36.9310235,-121.8085037
36.9829445,-121.9244794
36.9837831,-121.964126
36.9785727,-121.9650792
36.9712791,-121.9650069
36.9692898,-121.9643716
36.9696313,-121.9644679
36.9734464,-121.9649384
36.9842533,-121.9645999
36.9856674,-121.9645082
36.9859469,-121.9635963
36.9854193,-121.9642184
36.9857653,-121.964759
36.9838286,-121.9647881
36.9826312,-121.9650483
36.9839677,-121.9504362
36.983783,-121.9315171
36.9750158,-121.900982
36.9630336,-121.865248
36.9239207,-121.7964721
36.9164462,-121.771325
36.910722,-121.7584313
36.9107318,-121.7583845
36.911024,-121.7581533
36.9110997,-121.7582388
36.9107826,-121.7583659
36.9107639,-121.7577391
36.9104415,-121.7586481
36.9112726,-121.7581351
36.9109545,-121.7581005
36.9106347,-121.7580697
36.9110358,-121.7583407
36.9107527,-121.7583628
36.9112046,-121.7588067
36.9058078,-121.7586214
36.8977298,-121.776142
36.9205498,-121.7909961
36.9728864,-121.8794793
36.9820055,-121.9188423
36.9832055,-121.9588102
36.9750673,-121.9660312
36.9699941,-121.9649771
36.9701347,-121.964893
36.9823844,-121.9628411
36.9831473,-121.9273835
36.9743301,-121.884068
36.9634607,-121.865723
36.91754,-121.7776207
36.9153771,-121.7649911
36.9108324,-121.7587491
36.9109224,-121.758272
36.9110871,-121.7582751
36.911086,-121.7582554
36.9110279,-121.7583431
36.9109228,-121.7582855
36.9108183,-121.7583685
36.9106122,-121.758503
36.9108327,-121.758362
36.9110832,-121.7583079
36.9106468,-121.7584758
36.9105317,-121.7585589
36.9104819,-121.7584497
36.910637,-121.7584709
36.9109984,-121.7582962
36.9107207,-121.7584114
36.9108823,-121.7583751
36.9109821,-121.7583898
36.910652,-121.7583997
36.910924,-121.759227
36.9083627,-121.7624556
36.903759,-121.7800146
36.9305906,-121.8071747
36.9723166,-121.87784
36.9755421,-121.8901366
36.9751253,-121.8980832
36.9877334,-121.9975766
36.9883845,-122.0232586
36.9860997,-122.0248819
36.9846463,-122.0294475
36.9719274,-122.0358419
36.9656879,-122.0411966
36.9590335,-122.0457222
36.9590524,-122.045537
36.9581805,-122.0456988
36.958853,-122.0456626
36.9575315,-122.0336108
36.9626979,-122.0239329
36.9691244,-122.0212563
36.9663108,-122.0123382
36.9702781,-121.9970523
36.9713848,-121.9862707
36.9701842,-121.9733938
36.969509,-121.9640403
36.9697972,-121.9648111
36.9785776,-121.965007
36.9846774,-121.9505899
36.9781372,-121.9106878
36.9537003,-121.8557237
36.9187075,-121.7850742
36.9163535,-121.7723628
36.9132728,-121.7598395
36.9110789,-121.7578077
36.9107401,-121.7581
36.9106522,-121.7587607
36.9108925,-121.7608334
36.9161272,-121.7665407
36.9159615,-121.7669886
36.9160325,-121.7676034
36.914169,-121.7606402
36.9102531,-121.7589261
36.9107599,-121.758612
36.910037,-121.7591397
36.910779,-121.7584812
36.9151339,-121.7627942
36.911904,-121.7587781
36.9104028,-121.7589846
36.906523,-121.7650336
36.9066143,-121.7650313
36.9078918,-121.7619522
36.9110158,-121.7577095
36.9108403,-121.7584348
36.9106957,-121.7581159
36.9106657,-121.7584893
36.9102322,-121.7596613
36.9103915,-121.7589978
36.9106454,-121.7584221
36.910945,-121.7581917
36.9108063,-121.758328
36.9107236,-121.7582572
36.9109324,-121.7582991
36.9095382,-121.7612904
36.9007348,-121.7738093
36.8875514,-121.7914797
36.8673614,-121.819232
36.8651592,-121.8196787
36.8654784,-121.81946
36.8675004,-121.8182233
36.8940994,-121.7826209
36.9054899,-121.7671214
36.9093687,-121.7580937
36.914322,-121.7606375
36.9164977,-121.771203
36.9157167,-121.7755342
36.915264,-121.7742167
36.915401,-121.7744484
36.9169871,-121.775057
36.9148436,-121.761072
36.9109007,-121.7580686
36.910611,-121.7582909
36.9110075,-121.7581805
36.9109833,-121.7583037
36.9108424,-121.7580633
36.9108929,-121.7582432
36.9106217,-121.7585552
36.9104269,-121.7600196
36.9031874,-121.7704502
36.8876819,-121.8047826
36.9365031,-121.8598162
36.9505579,-121.8673877
36.9600893,-121.885834
36.9743996,-121.9037102
36.9829217,-121.929884
36.9674929,-121.9631103
36.9723641,-121.9648248
36.9806604,-121.9646153
36.9821393,-121.9201399
36.9721293,-121.8777846
36.9336429,-121.8181006
36.9107776,-121.7581956
36.9105935,-121.7585989
36.9111375,-121.7583963
36.9110156,-121.7589883
