Latitude,Longitude
36.9108014,-121.7584741
36.9077209,-121.7615897
36.8953555,-121.7736229
36.9227201,-121.7937614
36.9370138,-121.8277065
36.9581097,-121.8597444
36.9752895,-121.8930324
36.9833706,-121.9277082
36.9829619,-121.9675877
36.9884323,-122.0067577
36.9848913,-122.0286701
36.9783444,-122.0318416
36.9683237,-122.0382193
36.9741735,-122.050351
36.9815222,-122.0505912
36.9808205,-122.0515569
36.980557,-122.0512091
36.9991288,-122.0557145
37.0011332,-122.0640852
37.0008562,-122.0625166
36.9958012,-122.0635264
36.9773354,-122.0541805
36.97219,-122.0444473
36.9739662,-122.0372984
36.9768598,-122.0320895
36.9885842,-122.0210974
36.9827234,-121.9627995
36.9807647,-121.9157322
36.9731465,-121.8812582
36.9208795,-121.7926115
36.9115211,-121.7582558
36.9101697,-121.7590668
36.9085914,-121.762568
36.8990327,-121.7667805
36.9202325,-121.7904759
36.9519701,-121.8535678
36.9748468,-121.8856003
36.9830166,-121.9248831
36.9856076,-122.0257319
36.9759069,-122.0377765
36.973693,-122.0440879
36.9770367,-122.0525091
36.9814354,-122.0519821
36.982258,-122.0510637
36.9926676,-122.0551294
36.9981929,-122.055204
37.0006922,-122.0632185
37.0007549,-122.0624922
37.0008615,-122.0625031
36.9998177,-122.0621868
36.9993294,-122.0644877
36.9899094,-122.0671389
36.9810008,-122.0604599
36.9771354,-122.0537267
36.9803037,-122.0507674
36.9802383,-122.0508216
36.9812032,-122.0507497
36.975655,-122.0530785
36.9682852,-122.0429473
36.9695354,-122.0375357
36.9686483,-122.0297469
36.9689141,-122.0181446
36.9672755,-122.0077203
36.9639932,-121.9986061
36.962333,-121.9845613
36.9634537,-121.966758
36.9696576,-121.9640773
36.9671212,-121.963679
36.9719567,-121.9536891
36.9721962,-121.9506
36.9728657,-121.9507482
36.9728769,-121.9507116
36.9728877,-121.9507007
36.9725274,-121.9504342
36.9716349,-121.9503332
36.9717347,-121.9499704
36.9726071,-121.9505341
36.9827274,-121.9376719
36.9773878,-121.9096265
36.9577735,-121.8598152
36.9329076,-121.8160726
36.9184811,-121.7844038
36.9169985,-121.7746443
36.910781,-121.7582171
36.9110425,-121.7581823
36.9109667,-121.758342
36.9100658,-121.759109
36.9385784,-121.8582408
36.950314,-121.8670173
36.9541005,-121.8798422
36.9643487,-121.889679
36.9716915,-121.9012253
36.9728832,-121.9039024
36.9744757,-121.9084752
36.9794288,-121.9394277
36.9728804,-121.9509061
36.9712148,-121.9544251
36.9690054,-121.9648183
36.9696187,-121.9645429
36.9706152,-121.9648176
36.9797985,-121.9648121
36.9831537,-121.9268535
36.9750447,-121.8865253
36.9545683,-121.856567
36.9314953,-121.7880586
36.9138254,-121.7603755
36.9107147,-121.7582575
36.9107107,-121.7582671
36.9107525,-121.758295
36.9106608,-121.7583519
36.9105824,-121.758768
36.9089151,-121.7620057
36.8967476,-121.7700571
36.9337219,-121.8172396
36.9717153,-121.8764612
36.982427,-121.9195983
36.9830607,-121.9677291
36.9833355,-122.0314347
36.9636583,-122.0420091
36.9679451,-122.0428361
36.9752713,-122.0523485
36.9912162,-122.0663835
36.9992904,-122.0640227
37.0008808,-122.0629969
36.9999773,-122.0581747
36.9938339,-122.0556739
36.9819694,-122.0513068
36.974867,-122.0525084
36.9679035,-122.0423884
36.96659,-122.0405154
36.965509,-122.0412461
36.9636762,-122.0420223
36.9664674,-122.0403703
36.9723505,-122.0318589
36.9771736,-122.0262957
36.9814097,-122.0137576
36.9813824,-122.0060045
36.9790507,-121.9915513
36.9753734,-121.9783977
36.9736015,-121.965379
36.9697285,-121.9648322
36.9803108,-121.964859
36.9861849,-121.9635281
36.9857666,-121.9644856
36.9817249,-121.9650021
36.9825415,-121.9631279
36.9835193,-121.9543371
36.984019,-121.9400125
36.9754781,-121.8895647
36.960442,-121.8626116
36.9229518,-121.7944562
36.9181338,-121.7817354
36.9161415,-121.7681294
36.9204664,-121.7675469
36.9205166,-121.7675427
36.9175573,-121.7671364
36.9150009,-121.7615128
36.9108341,-121.7583038
36.9107053,-121.7584091
36.9108526,-121.7583064
36.9106332,-121.7585258
36.9108495,-121.7582844
36.909987,-121.7590328
36.9104856,-121.7604986
36.9158878,-121.7675349
36.9253865,-121.7703128
36.927386,-121.7684802
36.927425,-121.768425
36.9273382,-121.7680665
36.9271989,-121.7678251
36.9273052,-121.7676469
36.9274054,-121.7681108
36.9272497,-121.768132
36.9277258,-121.7679347
36.927903,-121.76798
36.9271412,-121.7680877
36.927501,-121.7683953
36.9398652,-121.7754097
36.9386631,-121.7763957
36.9337455,-121.7719476
36.9178032,-121.7601769
36.9150766,-121.7615012
36.910679,-121.758325
36.9108813,-121.7584046
36.9104937,-121.7600999
36.903321,-121.7702033
36.8679726,-121.8176344
36.8669582,-121.8192502
36.8664275,-121.8203487
36.8665122,-121.8200998
36.8664778,-121.8202006
36.8677259,-121.8180774
36.8754667,-121.8079672
36.896507,-121.7793638
36.9075443,-121.7619036
36.9104369,-121.7584147
36.9111064,-121.7582359
36.9108749,-121.758284
36.910959,-121.7583212
36.9109304,-121.7582875
36.910754,-121.7583123
36.9115903,-121.758249
36.9107626,-121.7586227
36.9108099,-121.7585692
36.9094237,-121.7582741
36.9121617,-121.7542461
36.9155355,-121.7531398
36.9213941,-121.7468423
36.9214373,-121.7467245
36.921333,-121.7467302
36.9198871,-121.7474005
36.9202516,-121.7475524
36.9229273,-121.7552836
36.927166,-121.7649602
36.9333691,-121.7711794
36.9352757,-121.7724933
36.9371864,-121.771596
36.9385073,-121.7777442
36.9369619,-121.7787811
36.9601622,-121.8620211
36.975243,-121.8928559
36.9837853,-121.9511395
36.9881903,-121.9981295
36.9832954,-122.022867
36.9770177,-122.0267042
36.9754298,-122.0277814
36.9752506,-122.0268139
36.9742863,-122.0262152
36.9735607,-122.0260686
36.9750233,-122.0263398
36.9755827,-122.0265826
36.9758535,-122.026013
36.9752049,-122.0264828
36.9745692,-122.0256371
36.9746044,-122.0256511
36.9746044,-122.0256511
36.9754404,-122.027403
36.9758476,-122.0278264
36.9767289,-122.0279173
36.9757152,-122.0270895
36.9770283,-122.0316884
36.9710091,-122.0364629
36.9605203,-122.0500644
36.9620842,-122.0868534
36.9704356,-122.121369
36.9843659,-122.148981
36.9857163,-122.1567925
36.9840176,-122.157284
36.9842025,-122.157961
36.9840203,-122.1568894
36.9682829,-122.114806
36.9617521,-122.0669589
36.9610269,-122.0574655
36.9620443,-122.0454365
36.9652973,-122.0414291
36.9684284,-122.0381197
36.9719412,-122.0303698
36.9736427,-122.0226731
36.976399,-122.0162216
36.9765929,-122.0161121
36.9791562,-122.0116391
36.9814667,-122.003116
36.9871957,-121.9670369
36.9861103,-121.9635777
36.9865927,-121.9638307
36.9851673,-121.9647069
36.9825865,-121.9636826
36.9836567,-121.9517829
36.9837912,-121.9328385
36.9818627,-121.918446
36.9751031,-121.9017202
36.9607977,-121.8631524
36.9376972,-121.8319418
36.9191564,-121.7873901
36.9108302,-121.7582149
36.9108225,-121.7582174
36.9108582,-121.7582372
36.9109745,-121.7581477
36.9109016,-121.7583693
36.9102798,-121.7586824
36.9107449,-121.7593664
36.9039696,-121.7695185
36.9061735,-121.8272472
36.9242546,-121.8443856
36.9368174,-121.8595849
36.9514934,-121.8686428
36.9549919,-121.8805076
36.965825,-121.8911016
36.9722966,-121.8993416
36.9746243,-121.9092799
36.9814824,-121.9178931
36.9823513,-121.9374387
36.9757606,-121.9498465
36.9687196,-121.9579279
36.9683245,-121.9648971
36.9696733,-121.9644792
36.9790898,-121.964905
36.9856239,-121.9643845
36.984193,-121.9648786
36.9838304,-121.9511778
36.9761867,-121.9073407
36.9697069,-121.872259
36.9185627,-121.7843746
36.9162066,-121.7694724
36.9106248,-121.7585273
36.9108255,-121.7581145
36.9108967,-121.7582312
36.9108128,-121.7582125
36.9101581,-121.758874
36.8988198,-121.7670209
36.9271299,-121.8012715
36.9756195,-121.888465
36.9805962,-121.9153709
36.9827983,-121.9617665
36.9880095,-121.9924632
36.9896609,-122.0215355
36.9851037,-122.0276237
36.9728536,-122.0351987
36.9631533,-122.0401619
36.9645402,-122.0421865
36.9661182,-122.0410849
36.9669486,-122.0406565
36.973296,-122.0485979
36.9957171,-122.0549617
36.9987058,-122.0549502
36.9991424,-122.0593042
36.9985762,-122.0599103
36.9985459,-122.0598898
36.9995046,-122.0605906
37.0007911,-122.0628704
37.0007755,-122.0628168
36.999963,-122.062304
36.9982071,-122.0609205
36.9971958,-122.0610007
36.9964948,-122.059124
36.9961453,-122.0591439
36.9963889,-122.0603448
36.9989078,-122.0612029
37.0006137,-122.0623607
37.0007186,-122.0624234
37.0005298,-122.0622518
37.0001837,-122.0580804
36.994827,-122.0550544
36.9819006,-122.0512698
36.975303,-122.0529007
36.9682706,-122.0435832
36.9669419,-122.0409533
36.9653213,-122.0413249
36.9636687,-122.0419514
36.9680367,-122.0383032
36.9686234,-122.0299857
36.9690966,-122.0253465
36.9665554,-122.012475
36.9670865,-122.0085868
36.9677844,-121.9979671
36.9711889,-121.9852597
36.9723748,-121.9648406
36.9778618,-121.964841
36.9828161,-121.9612525
36.9839053,-121.9491897
36.9824393,-121.9215374
36.9771137,-121.9085631
36.9679917,-121.8704208
36.9379298,-121.8326366
36.9209071,-121.7925666
36.9176079,-121.7781496
36.9153875,-121.7743492
36.9162484,-121.774709
36.9161488,-121.769384
36.9106881,-121.7584468
36.9108116,-121.7582563
36.9106393,-121.7581814
36.9111778,-121.7579132
36.9108653,-121.7582871
36.9108334,-121.7583441
36.9102264,-121.7599422
36.9012689,-121.7637733
36.9085141,-121.7829634
36.981023,-121.9162964
36.9832376,-121.9585632
36.9793108,-121.9648867
36.9711078,-121.964934
36.9694484,-121.9643638
36.9695784,-121.9647269
36.9799242,-121.9648061
36.9840286,-121.932168
36.9753828,-121.8927299
36.9323501,-121.814008
36.9181709,-121.7817435
36.9158697,-121.768066
36.9110834,-121.7590976
36.9111188,-121.7577403
36.9107819,-121.7580878
36.9108134,-121.7582507
36.9103181,-121.7589116
36.9052263,-121.7580515
36.9049212,-121.7806655
36.930447,-121.8070625
36.9722306,-121.8776997
36.9790274,-121.9123606
36.9840351,-121.9429519
36.9830818,-121.96284
36.9743045,-121.9649945
36.9734913,-121.9648279
36.9800799,-121.9649143
36.9858309,-121.9640784
36.985923,-121.9637415
36.9820406,-121.9646718
36.9839434,-121.940824
36.9744464,-121.8849826
36.918362,-121.7830817
36.9158353,-121.7679841
36.9104626,-121.758645
36.9107422,-121.7583313
36.9106832,-121.7583983
36.91084,-121.7581855
36.9107895,-121.7583443
36.9111096,-121.7583287
36.9107729,-121.7583212
36.9107161,-121.7583485
36.9111543,-121.7582262
36.9108089,-121.7583784
36.9108476,-121.7583334
36.9109016,-121.7583723
36.9107552,-121.7583309
36.9103434,-121.7589774
36.9102909,-121.7590102
36.9114303,-121.7553505
36.9177948,-121.7498845
36.9305025,-121.7443178
36.9477239,-121.7352172
36.9564176,-121.7271238
36.9751192,-121.7160657
36.9826507,-121.7160018
36.9932238,-121.7165167
37.0028494,-121.7091523
37.003025,-121.7090635
37.0027186,-121.7028586
37.0028015,-121.6993362
37.0052185,-121.6969318
37.0046704,-121.6992884
37.0051113,-121.6983628
37.0051376,-121.6986042
37.0071031,-121.702832
37.0067668,-121.7074049
36.9938665,-121.7168277
36.9840232,-121.715808
36.9756117,-121.7174168
36.9402034,-121.7412403
36.9386379,-121.754435
36.9408118,-121.7747243
36.9394967,-121.7761005
36.9370566,-121.7759938
36.931096,-121.7691078
36.9251443,-121.7636033
36.9152895,-121.7614636
36.9111455,-121.7580162
36.9100302,-121.7588396
36.8977219,-121.7781477
36.8928093,-121.8114039
36.925123,-121.8456327
36.9371914,-121.8593531
36.9508834,-121.8675099
36.9541039,-121.8795337
36.9600813,-121.8855113
36.9679616,-121.8931148
36.9702626,-121.8958527
36.9722006,-121.8994323
36.9739066,-121.9040472
36.9745402,-121.9118483
36.9822225,-121.9230366
36.979513,-121.9390864
36.9725107,-121.9648186
36.9782557,-121.9647241
36.9838814,-121.9482456
36.9353019,-121.8240812
36.9191934,-121.7880818
36.916731,-121.7725763
36.914539,-121.7610649
36.91072,-121.7585535
36.9107593,-121.758242
36.9104913,-121.7583665
36.9080677,-121.7610261
36.9176923,-121.7889159
36.9369752,-121.8277242
36.9597582,-121.8614841
36.9748611,-121.8997079
36.9840612,-121.9393515
36.9853804,-121.9790439
36.9906023,-122.0222945
36.9845911,-122.029567
36.9729434,-122.0351545
36.9682947,-122.0434133
36.9776367,-122.0561111
36.9901814,-122.0663828
36.997881,-122.0670318
36.9990521,-122.066175
37.0001198,-122.0631535
37.0009153,-122.0629183
37.0007456,-122.0628164
37.0003752,-122.0640429
37.0005459,-122.0629868
36.9991784,-122.0650236
36.9974024,-122.0668987
36.9928336,-122.0664148
36.9830663,-122.0632423
36.9680622,-122.0431878
36.963739,-122.0427578
36.9652901,-122.0416124
36.9684647,-122.0440789
36.9765156,-122.0534715
36.9900071,-122.0665444
36.9927325,-122.0649205
36.9988193,-122.0643716
37.0007304,-122.0625526
37.000856,-122.0624904
37.0001121,-122.0617947
36.9993999,-122.0616437
36.9993294,-122.0604443
36.9980291,-122.0592383
36.9977723,-122.0569115
36.9983492,-122.0557097
36.9980705,-122.0556258
36.9981197,-122.05674
36.9977947,-122.0589686
36.9977076,-122.0601941
36.9990046,-122.061275
37.0008401,-122.0625429
37.0001375,-122.0620434
36.9994594,-122.0645226
36.990326,-122.0665211
36.9797061,-122.0591158
36.9767037,-122.0537474
36.9702088,-122.0474877
36.966849,-122.0406419
36.9656769,-122.0410205
36.9638789,-122.0424589
36.964728,-122.0418031
36.9647248,-122.0417027
36.9682026,-122.0382391
36.9685117,-122.0306556
36.9691784,-122.0238692
36.9686278,-122.0159467
36.9669863,-122.0091308
36.9685314,-121.9978943
36.9714525,-121.9648533
36.9763443,-121.9648572
36.9859549,-121.9635923
36.9862086,-121.9635543
36.9854446,-121.9642099
36.9853248,-121.9645799
36.9839549,-121.9477078
36.9750408,-121.8945157
36.9227939,-121.7942879
36.9163628,-121.7709839
36.9117551,-121.7587229
36.9111954,-121.7579453
36.9107644,-121.7580995
36.9109293,-121.7581709
36.9108021,-121.7582026
36.9106745,-121.7582503
36.9102118,-121.7590542
36.9092428,-121.7581683
36.8959546,-121.7801095
36.9186537,-121.8350581
36.9352276,-121.8596003
36.9506,-121.8676007
36.9544818,-121.8796948
36.9663349,-121.8915637
36.9726202,-121.898131
36.9716897,-121.9001722
36.9726253,-121.9024754
36.9741869,-121.9039552
36.9743298,-121.9118699
36.9820737,-121.9219021
36.9837807,-121.9338826
36.9826802,-121.9373419
36.9763483,-121.9474489
36.9728572,-121.9525936
36.9679978,-121.961535
36.9694546,-121.9643073
36.9725908,-121.9647642
36.9789911,-121.9648418
36.9838774,-121.945588
36.975673,-121.905648
36.9639355,-121.8661488
36.9386899,-121.8349954
36.9216502,-121.7933681
36.9180785,-121.7812541
36.9149053,-121.7611841
36.9106681,-121.7584953
36.9107863,-121.7583461
36.9108939,-121.7582661
36.9107894,-121.7584673
36.9109462,-121.7583016
36.9107936,-121.7580777
36.9107222,-121.758603
36.9069903,-121.7605763
36.9186681,-121.7891982
36.9680945,-121.8704152
36.9811335,-121.9164529
36.9832957,-121.9571702
36.9882086,-121.9974136
36.9908741,-122.0225984
36.9799341,-122.0322233
36.9667956,-122.0401127
36.9633423,-122.041571
36.9638169,-122.0423764
36.9662566,-122.0408712
36.9668994,-122.0406519
36.9680216,-122.0427881
36.974074,-122.0504188
36.977808,-122.0563672
36.9899224,-122.0670152
36.9969016,-122.0636087
37.0000753,-122.0622398
36.9991252,-122.059319
36.9984134,-122.0609893
36.9999752,-122.0615704
37.0008446,-122.0625633
36.9995158,-122.0609709
36.9991017,-122.0608932
36.9996062,-122.0608358
37.0000532,-122.0615349
37.000292,-122.0618543
36.9999483,-122.0584327
36.994132,-122.0556289
36.9807969,-122.0532749
36.9695691,-122.0464971
36.966225,-122.0398021
36.9642647,-122.0422457
36.9637816,-122.0425594
36.9678058,-122.0422766
36.9773237,-122.0535162
36.981725,-122.0515939
36.9804099,-122.0508342
36.9801697,-122.0509621
36.9803347,-122.050774
36.9802269,-122.0506931
36.9820955,-122.0510388
36.9809529,-122.0511135
36.9742431,-122.050824
36.9671086,-122.0411914
36.968137,-122.0382296
36.9685556,-122.0341829
36.968423,-122.0315407
36.9688426,-122.0281388
36.9726836,-122.0196388
36.9750583,-122.0116612
36.9677371,-122.0055742
36.9696054,-121.9974615
36.971845,-121.9884635
36.9701908,-121.9737134
36.9697404,-121.9644846
36.9889254,-121.9743344
36.988405,-121.9750726
36.9844915,-121.9649509
36.9838376,-121.9493787
36.9762765,-121.9073216
36.975153,-121.8938353
36.9399889,-121.8373172
36.9186806,-121.7849883
36.9175288,-121.7774509
36.9155647,-121.7659741
36.9117495,-121.7587169
36.9109782,-121.7584718
36.910647,-121.7585472
36.9107338,-121.7582909
36.9108804,-121.7580863
36.9111497,-121.7582039
36.9109136,-121.7581517
36.9104111,-121.7587719
36.9650471,-121.8671657
36.9767397,-121.9073874
36.9840739,-121.9449107
36.9872263,-121.985406
36.988534,-122.0089444
36.9781591,-122.0319272
36.9665806,-122.0403837
36.964242,-122.0424962
36.9656251,-122.0413041
36.9680027,-122.0427831
36.9742178,-122.0504113
36.978715,-122.0577193
36.990614,-122.0662589
36.9941215,-122.0634948
36.9999506,-122.0620641
36.9973442,-122.0545402
36.9982457,-122.0544398
36.99883,-122.0552687
36.9987615,-122.0562462
36.9987453,-122.0562371
36.9985791,-122.056622
36.9989352,-122.0564959
36.9985406,-122.0559146
36.9980026,-122.0584225
36.9988158,-122.0605913
36.9997516,-122.0614499
36.999508,-122.0628257
36.9992952,-122.0642903
36.9879699,-122.0685349
36.9744944,-122.0512016
36.9681769,-122.0432462
36.9630041,-122.0410377
36.9604342,-122.0304536
36.9657009,-122.025178
36.9700544,-122.0220404
36.9686038,-122.0146074
36.9662842,-122.0117086
36.9672067,-122.0080912
36.9647397,-122.0010159
36.9658608,-121.9982126
36.9666386,-122.0013357
36.9655759,-122.0007581
36.9669501,-121.9981
36.9679866,-122.0042755
36.9649503,-122.0048953
36.9664055,-122.0035891
36.9671252,-122.0035797
36.9669932,-122.0015231
36.9617786,-122.0018468
36.9594297,-122.0027152
36.9568692,-122.0144132
36.9463069,-122.0248392
36.9409756,-122.0464496
36.943773,-122.0485951
36.9597489,-122.0171797
36.9455888,-121.9970179
36.9472548,-121.9918536
36.9491427,-121.9856648
36.9527685,-121.9907323
36.9571496,-122.0024809
36.9580599,-122.0028218
36.9647567,-122.0023111
36.9672551,-122.0032343
36.9669083,-122.0035673
36.9668407,-122.0036443
36.966883,-122.0037019
36.9647079,-122.0035254
36.9644571,-122.0033433
36.9646483,-122.0044842
36.9710402,-122.0080724
36.9783073,-122.0039815
36.9816082,-121.9988074
36.9883941,-121.9835877
36.9862208,-121.9635508
36.9855505,-121.964253
36.98337,-121.9552859
36.9750993,-121.8943849
36.9549813,-121.8569353
36.9196824,-121.7902296
36.9106591,-121.7585097
36.9103415,-121.7583908
36.9111205,-121.7578421
36.9108257,-121.7580665
36.9110162,-121.7587589
36.9110296,-121.7583587
36.9109766,-121.7583618
36.9109407,-121.7583201
36.9106675,-121.7585502
36.9105871,-121.7598441
36.9107805,-121.7583396
36.9160378,-121.7684745
36.916079,-121.7743484
36.9155153,-121.7735505
36.916307,-121.7735388
36.9164974,-121.7730581
36.9162992,-121.7737912
36.9163622,-121.7737723
36.9156975,-121.7752947
36.9185224,-121.7834678
36.9256999,-121.7983874
36.9355215,-121.8233941
36.9687942,-121.8709307
36.9717972,-121.8765347
36.978356,-121.9107938
36.9840153,-121.9477966
36.9838893,-121.9730369
36.9855935,-122.0258376
36.9770912,-122.0386744
36.9800704,-122.0538218
36.982697,-122.0499336
36.9986203,-122.054419
36.9999878,-122.0614528
36.9992294,-122.060954
36.9988672,-122.0612459
37.0000644,-122.0588384
37.0013862,-122.0586079
37.0014404,-122.0586775
37.0000472,-122.0583259
37.0001904,-122.0614626
36.998909,-122.0655595
36.997561,-122.0657631
36.998153,-122.0660641
36.9992394,-122.0646164
36.9997116,-122.0626415
36.9997792,-122.0588967
37.0007512,-122.0587861
37.0018157,-122.0585529
37.0015195,-122.0585605
37.0014887,-122.0583326
36.999977,-122.0564509
36.9980115,-122.0555908
36.998074,-122.0556465
36.9986076,-122.0553275
36.9999235,-122.056228
37.0004093,-122.0600481
37.0005138,-122.0618592
37.0003517,-122.0620275
37.000846,-122.0624888
37.0000892,-122.0609084
36.9814293,-122.0522541
36.977976,-122.0425403
36.9774952,-122.0353007
36.9762293,-122.0325878
36.985241,-122.0269886
36.9877546,-121.9912517
36.9852749,-121.9804077
36.9845395,-121.9753553
36.9817092,-121.9648338
36.9834394,-121.9535279
36.9837392,-121.9306714
36.9311405,-121.8099242
36.9186117,-121.7847457
36.9175622,-121.7772548
36.9164474,-121.7737221
36.9163893,-121.771197
36.9160071,-121.7685957
36.9104166,-121.7603487
36.9106369,-121.7588338
36.9106802,-121.7597897
36.9106737,-121.7588658
36.9104801,-121.7585178
36.9109033,-121.7582618
36.9108894,-121.7581902
36.9108484,-121.7583692
36.910956,-121.758315
36.9110492,-121.758313
36.9108895,-121.7582642
36.9109379,-121.7581566
36.9102714,-121.7588187
36.9090054,-121.7590141
36.8994519,-121.7753719
36.895675,-121.8153611
36.9180829,-121.8337687
36.9332436,-121.8605049
36.9463109,-121.8624458
36.9518451,-121.870062
36.9556646,-121.8811937
36.9678085,-121.8926427
36.9728485,-121.8983154
36.9747842,-121.9063974
36.9756665,-121.9117795
36.9837262,-121.9344286
36.9730585,-121.9648735
36.982293,-121.9636361
36.9811624,-121.9166473
36.9718488,-121.8771392
36.9369377,-121.8294516
36.9192693,-121.7875444
36.9175144,-121.7774382
36.9135126,-121.760303
36.9107796,-121.7582175
36.9108626,-121.7581757
36.9108225,-121.7580497
36.9108823,-121.7581511
36.9108917,-121.758149
36.9105496,-121.7585369
36.9106545,-121.7584209
36.9100135,-121.7594035
36.9053426,-121.7579777
36.9014501,-121.7785089
36.9252381,-121.7978426
36.9841319,-121.9463945
36.9855021,-121.9797969
36.9896958,-122.0211046
36.9846789,-122.0292295
36.9827377,-122.0317669
36.9671772,-122.039184
36.963586,-122.0423738
36.9644446,-122.0423453
36.9661104,-122.040875
36.9679203,-122.0425246
36.9749898,-122.0520171
36.9816772,-122.0518593
36.9880182,-122.0541642
36.9969623,-122.0553393
36.9986513,-122.0551564
36.9999361,-122.0579018
37.0000987,-122.0620737
36.9930136,-122.0644905
36.9915687,-122.0666109
36.9852297,-122.0668386
36.9751515,-122.052499
36.9687001,-122.0447026
36.9663981,-122.0406247
36.9645941,-122.0421783
36.9630766,-122.0411798
36.9604604,-122.0291845
36.9627233,-122.0237986
36.9698774,-122.0225744
36.9665783,-122.0109236
36.9676817,-121.9985074
36.9718815,-121.9886007
36.9754928,-121.9795135
36.9715142,-121.9650217
36.9821109,-121.9655039
36.9834256,-121.9539046
36.9837295,-121.9330104
36.9776772,-121.9100767
36.975124,-121.8915824
36.9609945,-121.8631773
36.9380961,-121.833246
36.9294195,-121.8054284
36.9173716,-121.7759796
36.9153413,-121.7652005
36.9113963,-121.7586128
36.9108178,-121.7582429
36.9112544,-121.7583129
36.911904,-121.7587175
36.9111018,-121.7579553
36.9109849,-121.7582581
36.9108565,-121.7582329
36.9108525,-121.7582197
36.9102876,-121.7589123
36.9094071,-121.7581195
36.905467,-121.7577482
36.920239,-121.7906241
36.977211,-121.908223
36.9835604,-121.954848
36.9785451,-121.9649148
36.9692595,-121.9649409
36.9696359,-121.9645395
36.9720871,-121.9647926
36.9790623,-121.9649265
36.9837498,-121.9536427
36.9796699,-121.9138106
36.9676245,-121.8697617
36.9375566,-121.8309927
36.9263194,-121.800166
36.916306,-121.7711944
36.9101208,-121.7593608
36.9109762,-121.7585501
36.9108949,-121.7584247
36.9109134,-121.7581848
36.9099984,-121.7593757
36.9036209,-121.7603384
36.9337046,-121.8176784
36.9690007,-121.8712365
36.9791477,-121.9123886
36.9832637,-121.9588702
36.9813951,-121.9647098
36.9772618,-121.9651637
36.9692941,-121.9650263
36.9694607,-121.9646833
36.9706199,-121.9648518
36.9780075,-121.9648174
36.9799614,-121.9647932
36.9830608,-121.9584173
36.9838761,-121.9406968
36.9757475,-121.9059914
36.950242,-121.8521133
36.9332914,-121.8171788
36.9187744,-121.7843755
36.9166558,-121.7727965
36.9121672,-121.7589421
36.907653,-121.7541817
36.9120635,-121.7467618
36.9178712,-121.7498664
36.9311811,-121.7440962
36.9361651,-121.7448762
36.9360588,-121.744373
36.9360039,-121.7443828
36.9360621,-121.7445043
36.9361672,-121.744828
36.9359852,-121.7445308
36.9361107,-121.7443962
36.9360601,-121.7443853
36.936176,-121.7442838
36.9228344,-121.7468519
36.9137608,-121.7554351
36.9108732,-121.7582666
36.9107643,-121.758399
36.910953,-121.7581556
36.9108097,-121.7583178
36.9108337,-121.7582223
36.9107845,-121.7582391
36.9108099,-121.7582206
36.9109129,-121.7581005
36.9109137,-121.7581362
36.9106088,-121.7583353
36.9108652,-121.7582334
36.9108484,-121.7581841
36.9107814,-121.7581785
36.9108051,-121.7583032
36.9110532,-121.7580974
36.9102636,-121.7588791
36.9079683,-121.7615
36.9054898,-121.7809805
36.9655686,-121.8675473
36.9840705,-121.938169
36.9883173,-121.9965867
37.1039267,-121.9755882
37.1619865,-121.9899685
37.2288553,-121.9735924
37.340595,-122.0887235
37.3888086,-122.159555
37.477123,-122.2991966
37.5381461,-122.364296
37.6186624,-122.4245913
37.7019548,-122.4714824
37.7263963,-122.4746873
37.7361034,-122.4752128
37.7607379,-122.4768849
37.7724908,-122.4754712
37.7811206,-122.4723064
37.7982512,-122.4695656
37.8673494,-122.5070988
37.9242195,-122.5135865
37.9598875,-122.5094682
38.0718284,-122.5396846
38.1018797,-122.5157368
38.2068927,-122.4521919
38.2372775,-122.4581581
38.2463216,-122.4163496
38.2554066,-122.343051
38.2585274,-122.3066512
38.2782455,-122.2995593
38.2810721,-122.2755712
38.2809817,-122.2755661
38.280959,-122.2789463
38.2799774,-122.2925081
38.2764509,-122.2970457
38.2763809,-122.2970106
38.2761514,-122.2945893
38.2815297,-122.2891441
38.2711213,-122.2722219
38.2422665,-122.2690184
38.2232185,-122.2582224
38.2088308,-122.1937732
38.2406941,-122.09062
38.2870102,-121.9753261
38.2937844,-121.9696286
38.2940677,-121.9698036
38.2930007,-121.9704285
38.2821147,-121.9697778
38.2712524,-121.991999
38.2728923,-122.0239362
38.2731829,-122.0465453
38.2522844,-122.068096
38.2314456,-122.1123722
38.2219844,-122.1260822
38.2218802,-122.1260474
38.2220268,-122.1262209
38.2185246,-122.1394258
38.208991,-122.1955126
38.2333399,-122.2597372
38.2394479,-122.26682
38.281978,-122.2957467
38.2760967,-122.2968223
38.2763422,-122.2927819
38.2797579,-122.2744736
38.2523165,-122.2712288
38.2423094,-122.268903
38.2216508,-122.2479665
38.2371919,-122.0981005
38.2492773,-122.0663581
38.2496307,-122.0564771
38.2494173,-122.0645701
38.2729501,-122.0445833
38.2726867,-122.0160733
38.2724522,-121.9723855
38.2925163,-121.9692429
38.2870557,-121.9822783
38.2891687,-122.0110827
38.2929354,-122.0308591
38.2975186,-122.0339905
38.2344094,-122.1051519
38.2115577,-122.1466743
38.2091373,-122.1972445
38.2242573,-122.2580344
38.272662,-122.2985839
38.2759371,-122.2963647
38.2761336,-122.297006
38.2761699,-122.2971718
38.2763367,-122.2969612
38.2820217,-122.2969258
38.2584289,-122.3023636
38.2488978,-122.300891
38.2387207,-122.2658938
38.2194458,-122.2576527
38.1927466,-122.2559301
